"0","301000470","A","000","00","005","CA002","歯科診療特別対応加算１（初診）","歯科診療特別対応加算１（初診）","3","175.00","1","60","99999999","30","100.00","0","20240601","99999999","0"
"0","301000570","A","000","00","005","CA003","歯科診療特別対応加算２（初診）","歯科診療特別対応加算２（初診）","3","250.00","1","60","99999999","30","100.00","0","20240601","99999999","0"
"0","301122870","A","000","00","005","CA261","歯科診療特別対応加算３（初診）","歯科診療特別対応加算３（初診）","3","500.00","1","60","99999999","30","100.00","0","20240601","99999999","0"
"0","301001970","A","002","00","005","CA015","歯科診療特別対応加算１（再診）","歯科診療特別対応加算１（再診）","3","175.00","1","60","99999999","30","100.00","0","20240601","99999999","0"
"0","301123970","A","002","00","005","CA271","歯科診療特別対応加算２（再診）","歯科診療特別対応加算２（再診）","3","250.00","1","60","99999999","30","100.00","0","20240601","99999999","0"
"0","301124070","A","002","00","005","CA272","歯科診療特別対応加算３（再診）","歯科診療特別対応加算３（再診）","3","500.00","1","60","99999999","30","100.00","0","20240601","99999999","0"
"0","302010110","B","001","03","000","00000","歯周病患者画像活用指導料（月１回目）","歯周病患者画像活用指導料（月１回目）","3","10.00","6","1","5","1","10.00","0","20240601","99999999","0"
"0","302010550","B","001","03","000","00000","歯周病患者画像活用指導料（月２回目）","歯周病患者画像活用指導料（月２回目）","3","10.00","6","1","5","1","10.00","0","20240601","99999999","0"
"0","302010650","B","001","03","000","00000","歯周病患者画像活用指導料（月３回目以降）","歯周病患者画像活用指導料（月３回目以降）","3","10.00","6","1","5","1","10.00","0","20240601","99999999","0"
"0","303000370","C","000","00","005","CC001","患家診療時間加算（歯科訪問診療料）","患家診療時間加算（歯科訪問診療）","3","100.00","1","30","99999999","30","100.00","0","20240601","99999999","0"
"0","303001370","C","000","00","009","CC011","海路（波浪時）加算（往路）","海路（波浪）加算（往）","3","150.00","42","1000","99999999","1000","150.00","0","20240601","99999999","0"
"0","303001470","C","000","00","009","CC012","海路（波浪時）加算（復路）","海路（波浪）加算（復）","3","150.00","42","1000","99999999","1000","150.00","0","20240601","99999999","0"
"0","303001570","C","000","00","009","CC013","滞在時間加算（１号地域）","滞在時間加算（１号地域）","3","200.00","1","30","99999999","30","200.00","0","20240601","99999999","0"
"0","303001670","C","000","00","009","CC014","往診往復時間加算（２号地域）","往診往復時間加算（２号地域）","3","300.00","1","30","99999999","30","300.00","0","20240601","99999999","0"
"0","304000270","D","000","00","001","CD001","２根管以上加算（電気的根管長測定検査）","２根管以上加算（ＥＭＲ）","3","15.00","129","1","3","1","15.00","0","20240601","99999999","0"
"0","305000310","E","000","00","001","00000","写真診断（単純撮影（その他の場合））","写真診断（単純撮影（その他））","3","85.00","6","1","5","1","42.50","1","20240601","99999999","0"
"0","305004710","E","000","00","001","00000","写真診断（デジタル撮影）（単純撮影（歯科エックス線撮影（全顎撮影以外の場合）））","写真診断（デジタル）（全顎撮影以外）","3","20.00","6","1","5","1","10.00","1","20240601","99999999","0"
"0","305000410","E","000","00","002","00000","写真診断（特殊撮影（歯科パノラマ断層撮影））","写真診断（特殊撮影（歯科パノラマ断層撮影））","3","125.00","6","1","5","1","62.50","1","20240601","99999999","0"
"0","305000510","E","000","00","002","00000","写真診断（特殊撮影（イ及びロ以外の場合（一連につき）））","写真診断（特殊撮影（イ及びロ以外の場合））","3","96.00","109","1","5","1","48.00","1","20240601","99999999","0"
"0","305005970","E","000","00","002","00000","写真診断（特殊撮影（歯科部分パノラマ断層撮影（１口腔１回につき）））","写真診断（特殊撮影（歯科部分パノラマ断層撮影））","3","20.00","6","1","5","1","10.00","0","20240601","99999999","0"
"0","305000610","E","000","00","004","00000","写真診断（造影剤使用撮影）","写真診断（造影剤使用撮影）","3","72.00","6","1","5","1","36.00","1","20240601","99999999","0"
"0","305001010","E","100","00","001","00000","歯、歯周組織、顎骨、口腔軟組織（アナログ撮影）（単純撮影（その他の場合））","単純撮影（アナログ）（その他）","3","65.00","6","1","5","1","32.50","1","20240601","99999999","0"
"0","305004110","E","100","00","001","00000","歯、歯周組織、顎骨、口腔軟組織（デジタル撮影）（単純撮影（歯科エックス線撮影（全顎撮影以外の場合）））","単純撮影（デジタル）（歯科エックス線撮影（全顎撮影以外））","3","28.00","6","1","5","1","14.00","1","20240601","99999999","0"
"0","305004210","E","100","00","001","00000","歯、歯周組織、顎骨、口腔軟組織（デジタル撮影）（単純撮影（その他の場合））","単純撮影（デジタル）（その他）","3","68.00","6","1","5","1","34.00","1","20240601","99999999","0"
"0","305001110","E","100","00","002","00000","歯、歯周組織、顎骨、口腔軟組織（アナログ撮影）（特殊撮影（歯科パノラマ断層撮影の場合））","特殊撮影（アナログ）（歯科パノラマ断層撮影）","3","180.00","6","1","5","1","90.00","1","20240601","99999999","0"
"0","305001210","E","100","00","002","00000","歯、歯周組織、顎骨、口腔軟組織（アナログ撮影）（特殊撮影（イ及びロ以外の場合（一連につき）））","特殊撮影（アナログ）（イ及びロ以外）","3","264.00","109","1","5","1","132.00","1","20240601","99999999","0"
"0","305004310","E","100","00","002","00000","歯、歯周組織、顎骨、口腔軟組織（デジタル撮影）（特殊撮影（歯科パノラマ断層撮影の場合））","特殊撮影（デジタル）（歯科パノラマ断層撮影）","3","182.00","6","1","5","1","91.00","1","20240601","99999999","0"
"0","305004410","E","100","00","002","00000","歯、歯周組織、顎骨、口腔軟組織（デジタル撮影）（特殊撮影（イ及びロ以外の場合（一連につき）））","特殊撮影（デジタル）（イ及びロ以外）","3","266.00","109","1","5","1","133.00","1","20240601","99999999","0"
"0","305006070","E","100","00","002","00000","歯、歯周組織、顎骨、口腔軟組織（特殊撮影（歯科部分パノラマ断層撮影の場合（１口腔１回につき）））","特殊撮影（歯科部分パノラマ断層撮影）","3","28.00","6","1","5","1","14.00","0","20240601","99999999","0"
"0","305001310","E","100","00","004","00000","歯、歯周組織、顎骨、口腔軟組織（アナログ撮影）（造影剤使用撮影）","造影剤使用撮影（アナログ）","3","148.00","6","1","5","1","74.00","1","20240601","99999999","0"
"0","305004510","E","100","00","004","00000","歯、歯周組織、顎骨、口腔軟組織（デジタル撮影）（造影剤使用撮影）","造影剤使用撮影（デジタル）","3","150.00","6","1","5","1","75.00","1","20240601","99999999","0"
"0","305004870","E","100","00","005","CE006","咬翼法咬合法撮影加算（デジタル撮影）","咬翼法咬合法撮影加算（デジタル）","3","10.00","6","1","5","1","5.00","1","20240601","99999999","0"
"0","305002690","E","999","00","004","AE006","電子画像管理加算（歯科エックス線撮影の場合）（１回につき）","電","3","10.00","2","1","14","1","10.00","1","20240601","99999999","0"
"0","305002890","E","999","00","004","AE008","電子画像管理加算（その他の場合）","他電","3","60.00","2","1","99999999","1","60.00","1","20240601","99999999","0"
"0","309004970","I","011","00","001","CI005","３分の１顎加算（歯周基本治療（スケーリング））","１／３顎加算（スケーリング）","3","38.00","130","1","5","1","38.00","0","20240601","99999999","0"
"0","309009270","I","027","00","002","CI008","３０分を超える場合加算（人工呼吸（３０分までの場合））","３０分超加算（人工呼吸）","3","50.00","1","30","270","30","50.00","0","20240601","99999999","0"
"0","310023910","J","200","00","001","00000","輸血（自家採血輸血（２００ｍＬごとに）（１回目））","自家採血輸血（１回目）","3","750.00","36","200","99999999","200","650.00","0","20240601","99999999","0"
"0","310024010","J","200","00","001","00000","輸血（自家採血輸血（２００ｍＬごとに）（２回目以降））","自家採血輸血（２回目以降）","3","650.00","36","200","99999999","200","650.00","0","20240601","99999999","0"
"0","310026250","J","200","00","001","00000","自家製造した血液成分製剤を用いた注射の手技料（１回目）","自家製造した血液成分製剤を用いた注射の手技料（１回目）","3","750.00","36","200","3000","200","650.00","1","20240601","99999999","0"
"0","310026350","J","200","00","001","00000","自家製造した血液成分製剤を用いた注射の手技料（２回目以降）","自家製造した血液成分製剤を用いた注射の手技料（２回目以降）","3","650.00","36","200","3000","200","650.00","1","20240601","99999999","0"
"0","310024110","J","200","00","002","00000","輸血（保存血液輸血（２００ｍＬごとに）（１回目））","保存血液輸血（１回目）","3","450.00","36","200","99999999","200","350.00","0","20240601","99999999","0"
"0","310024210","J","200","00","002","00000","輸血（保存血液輸血（２００ｍＬごとに）（２回目以降））","保存血液輸血（２回目以降）","3","350.00","36","200","99999999","200","350.00","0","20240601","99999999","0"
"0","310024310","J","200","00","003","00000","自己血貯血（６歳以上の患者の場合（２００ｍＬごとに））（液状保存の場合）","自己血貯血（６歳以上）（液状保存）","3","250.00","36","200","99999999","200","250.00","0","20240601","99999999","0"
"0","310024410","J","200","00","003","00000","自己血貯血（６歳以上の患者の場合（２００ｍＬごとに））（凍結保存の場合）","自己血貯血（６歳以上）（凍結保存）","3","500.00","36","200","99999999","200","500.00","0","20240601","99999999","0"
"0","310024510","J","200","00","003","00000","自己血貯血（６歳未満の患者の場合（体重１ｋｇにつき４ｍＬごとに））（液状保存の場合）","自己血貯血（６歳未満）（液状保存）","3","250.00","36","4","99999999","4","250.00","0","20240601","99999999","0"
"0","310024610","J","200","00","003","00000","自己血貯血（６歳未満の患者の場合（体重１ｋｇにつき４ｍＬごとに））（凍結保存の場合）","自己血貯血（６歳未満）（凍結保存）","3","500.00","36","4","99999999","4","500.00","0","20240601","99999999","0"
