"5","302000110","B","000","04","000","00000","歯科疾患管理料","歯科疾患管理料","0","302000710","B","002","00","000","00000","歯科特定疾患療養管理料","特疾管","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302000610","B","001","02","001","00000","歯科衛生実地指導料１","実地指１","0","302004910","B","001","02","002","00000","歯科衛生実地指導料２","実地指２","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302004910","B","001","02","002","00000","歯科衛生実地指導料２","実地指２","0","302000610","B","001","02","001","00000","歯科衛生実地指導料１","実地指１","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302000710","B","002","00","000","00000","歯科特定疾患療養管理料","特疾管","1","302000110","B","000","04","000","00000","歯科疾患管理料","歯科疾患管理料","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302001810","B","004","03","001","00000","手術後医学管理料（病院の場合）（１日につき）","手後（病院）","2","302001910","B","004","03","002","00000","手術後医学管理料（診療所の場合）（１日につき）","手後（診療所）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302001910","B","004","03","002","00000","手術後医学管理料（診療所の場合）（１日につき）","手後（診療所）","2","302001810","B","004","03","001","00000","手術後医学管理料（病院の場合）（１日につき）","手後（病院）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302002210","B","005","00","000","00000","開放型病院共同指導料（１）","開１","2","302002310","B","006","00","000","00000","開放型病院共同指導料（２）","開２","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302002310","B","006","00","000","00000","開放型病院共同指導料（２）","開２","2","302002210","B","005","00","000","00000","開放型病院共同指導料（１）","開１","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302002610","B","008","00","001","00000","薬剤管理指導料１（特に安全管理が必要な医薬品が投薬又は注射されている患者の場合）","薬管１（安全管理を要する医薬品投与患者）","0","306001710","F","500","00","001","00000","調剤技術基本料（入院中の患者に投薬を行った場合）","調基（入院）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302002710","B","008","00","002","00000","薬剤管理指導料２（１の患者以外の患者の場合）","薬管２（１の患者以外の患者）","0","306001710","F","500","00","001","00000","調剤技術基本料（入院中の患者に投薬を行った場合）","調基（入院）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
"5","302004110","B","014","00","001","00000","退院時共同指導料１（在宅療養支援歯科診療所１、在宅療養支援歯科診療所２又は在宅療養支援歯科病院の場合）","退院時共同指導料１（歯援診１、歯援診２又は歯援病）","2","302004210","B","014","00","002","00000","退院時共同指導料１（１以外の場合）","退院時共同指導料１（１以外）","2","302004310","B","015","00","000","00000","退院時共同指導料２","退院時共同指導料２","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20240601","99999999","0","0","0"
