"0","301058490","A","000","00","000","AA023","時間外加算（再診）（入院）","時間外加算（再診）（入院）","06","00","20240601","99999999","0"
"0","301058590","A","000","00","000","AA024","休日加算（再診）（入院）","休日加算（再診）（入院）","06","00","20240601","99999999","0"
"0","301058690","A","000","00","000","AA025","深夜加算（再診）（入院）","深夜加算（再診）（入院）","06","00","20240601","99999999","0"
"0","301058790","A","000","00","000","AA026","時間外特例医療機関加算（再診）（入院）","時間外特例医療機関加算（再診）（入院）","06","00","20240601","99999999","0"
"0","301058890","A","000","00","000","AA027","乳幼児時間外加算（再診）（入院）","乳幼児時間外加算（再診）（入院）","00","06","20240601","99999999","0"
"0","301058990","A","000","00","000","AA028","乳幼児休日加算（再診）（入院）","乳幼児休日加算（再診）（入院）","00","06","20240601","99999999","0"
"0","301059090","A","000","00","000","AA029","乳幼児深夜加算（再診）（入院）","乳幼児深夜加算（再診）（入院）","00","06","20240601","99999999","0"
"0","301059190","A","000","00","000","AA030","乳幼児時間外特例医療機関加算（再診）（入院）","乳幼児時間外特例医療機関加算（再診）（入院）","00","06","20240601","99999999","0"
"0","301000370","A","000","00","004","CA001","乳幼児加算（初診）","乳（初診）","00","06","20240601","99999999","0"
"0","301000670","A","000","00","006","CA004","時間外加算（初診）","時間外（初診）","06","00","20240601","99999999","0"
"0","301000770","A","000","00","006","CA005","休日加算（初診）","休日（初診）","06","00","20240601","99999999","0"
"0","301000870","A","000","00","006","CA006","深夜加算（初診）","深夜（初診）","06","00","20240601","99999999","0"
"0","301000970","A","000","00","006","CA007","時間外特例医療機関加算（初診）","時間外（特）（初診）","06","00","20240601","99999999","0"
"0","301001070","A","000","00","007","CA008","乳幼児時間外加算（初診）","乳・時間外（初診）","00","06","20240601","99999999","0"
"0","301001170","A","000","00","007","CA009","乳幼児休日加算（初診）","乳・休日（初診）","00","06","20240601","99999999","0"
"0","301001270","A","000","00","007","CA010","乳幼児深夜加算（初診）","乳・深夜（初診）","00","06","20240601","99999999","0"
"0","301001370","A","000","00","007","CA011","乳幼児時間外特例医療機関加算（初診）","乳・時間外（特）（初診）","00","06","20240601","99999999","0"
"0","301001870","A","002","00","004","CA014","乳幼児加算（再診）","乳（再診）","00","06","20240601","99999999","0"
"0","301002070","A","002","00","006","CA016","時間外加算（再診）（入院外）","時間外（再診）（入院外）","06","00","20240601","99999999","0"
"0","301002170","A","002","00","006","CA017","休日加算（再診）（入院外）","休日（再診）（入院外）","06","00","20240601","99999999","0"
"0","301002270","A","002","00","006","CA018","深夜加算（再診）（入院外）","深夜（再診）（入院外）","06","00","20240601","99999999","0"
"0","301002370","A","002","00","006","CA019","時間外特例医療機関加算（再診）（入院外）","時間外（特）（再診）（入院外）","06","00","20240601","99999999","0"
"0","301002470","A","002","00","007","CA020","乳幼児時間外加算（再診）（入院外）","乳・時間外（再診）（入院外）","00","06","20240601","99999999","0"
"0","301002570","A","002","00","007","CA021","乳幼児休日加算（再診）（入院外）","乳・休日（再診）（入院外）","00","06","20240601","99999999","0"
"0","301002670","A","002","00","007","CA022","乳幼児深夜加算（再診）（入院外）","乳・深夜（再診）（入院外）","00","06","20240601","99999999","0"
"0","301002770","A","002","00","007","CA023","乳幼児時間外特例医療機関加算（再診）（入院外）","乳・時間外（特）（再診）（入院外）","00","06","20240601","99999999","0"
"0","301022570","A","103","00","006","CA049","一般病棟看護必要度評価加算（専門病院入院基本料）","一般病棟看護必要度評価加算（専門病院入院基本料）","15","00","20240601","99999999","0"
"0","301065570","A","105","00","016","CA136","介護障害連携加算１（有床診療所入院基本料）","介護障害連携加算１（有床診療所入院基本料）","40","00","20240601","99999999","0"
"0","301065670","A","105","00","016","CA137","介護障害連携加算２（有床診療所入院基本料）","介護障害連携加算２（有床診療所入院基本料）","40","00","20240601","99999999","0"
"0","301012110","A","205","00","003","BA006","乳幼児加算（救急医療管理加算）","乳幼児加算（救急医療管理加算）","00","06","20240601","99999999","0"
"0","301028410","A","205","00","004","BA111","小児加算（救急医療管理加算）","小児加算（救急医療管理加算）","06","15","20240601","99999999","0"
"0","301012910","A","207","00","001","BA014","乳幼児加算（病院）（特別入院基本料等を除く。）（１日につき）","乳幼児加算（病院）","00","03","20240601","99999999","0"
